477974	1	731612	1
477974	1	38256263	0
477974	1	33538540	0
477974	1	30854942	0
477974	1	3248363	0
477974	1	38256264	0
477974	1	3248360	0
477974	1	3248364	1
145204	0	1093524	0
145204	0	1093527	0
145204	0	1093531	0
145204	0	118585088	0
145204	0	118573948	0
145204	0	1093529	0
145204	0	35843879	0
145204	0	1943610	0
145204	0	1093526	0
27408139	1	104518492	0
10874608	1	314068	0
10874608	1	48016687	0
10874608	1	314073	0
10874608	1	314072	0
10874608	1	314066	0
11875900	1	51904360	0
11875900	1	111892	1
11543	0	58815497	1
11543	0	35201913	0
11543	0	1293140	0
11543	0	97142	0
11543	0	97136	0
11543	0	91913685	1
11543	0	570	0
11543	0	102131858	1
11543	0	102831	0
11543	0	57279766	1
11543	0	1794079	1
11543	0	491	0
11543	0	97155	1
11543	0	97141	0
3743448	3	12758681	1
3743448	3	19661532	0
460069	1	3139032	0
460069	1	48238446	0
460069	1	3139304	0
460069	1	3139303	1
460069	1	3139301	0
460069	1	3139302	0
460069	1	3139295	0
460069	1	3139299	0
460069	1	48238450	0
741868	2	11547994	1
741868	2	7529737	1
741868	2	2604608	1
741868	2	7511032	1
741868	2	40781179	1
11549	0	93521648	1
11549	0	3751391	1
11549	0	3751396	1
11549	0	29581793	1
11549	0	4134800	0
11549	0	8448287	0
11549	0	9274681	1
11549	0	97210	1
11549	0	30029095	1
11549	0	61228329	0
11549	0	19706104	1
11549	0	8866670	1
11549	0	97209	1
11549	0	759856	1
11549	0	51211979	0
11549	0	48128925	0
11549	0	97203	1
11549	0	97202	1
11549	0	97201	0
11549	0	97207	0
11549	0	97206	1
11549	0	97205	1
11549	0	97204	1
11549	0	1455864	0
11549	0	97208	0
11549	0	42197155	1
477258	1	3440930	1
477258	1	3443068	1
477258	1	3446862	0
477258	1	3243953	0
477258	1	3243961	0
477258	1	3243959	1
477258	1	3243958	1
477258	1	28770756	1
55298	0	26732580	0
55298	0	440000	0
55298	0	439999	0
55298	0	18479289	0
55298	0	439996	0
55298	0	1056772	0
55298	0	12960539	0
4043533	0	11919186	1
4043533	0	19635088	0
4043533	0	19635089	1
4043533	0	19635084	1
4043533	0	19635086	1
4043533	0	19635087	1
4043533	0	5156712	0
4043533	0	30712285	0
4043533	0	14929993	1
4043533	0	20986127	1
2294794	0	6171709	0
2294794	0	753576	0
2294794	0	56974719	0
2294794	0	36386341	1
2294794	0	77941	0
2022941	1	110232244	0
2022941	1	6855052	0
2022941	1	99057	1
166152	2	3013642	1
166152	2	196979	1
166152	2	3023917	1
166152	2	1240061	1
166152	2	1856885	1
166152	2	933368	1
166152	2	1856886	1
166152	2	1240059	1
166152	2	1240058	1
166152	2	1240057	1
166152	2	1856901	1
166152	2	1856902	1
9858024	1	44551698	0
9858024	1	44551699	0
9858024	1	21795273	0
9858024	1	21795499	0
9858024	1	44551695	0
9969824	1	15625618	1
9969824	1	15625615	0
9969824	1	44969336	0
9969824	1	15514906	0
1227810	0	115220433	0
1227810	0	7531517	0
1227810	0	21143827	0
1227810	0	54276100	0
1227810	0	7531518	0
1227810	0	74777848	0
1227810	0	40788844	0
1227810	0	7531522	1
1227810	0	7531520	0
1227810	0	7531521	0
1227810	0	63005853	0
1227810	0	7531523	0
1227810	0	81721602	0
1227810	0	67025873	1
3826790	1	20037713	0
218139	1	886278	1
7636359	0	36100277	0
7636359	0	80998367	0
7636359	0	108921400	0
7636359	0	80686436	0
7636359	0	17193262	0
274	0	4718616	0
274	0	8215777	1
274	0	2534	1
275	0	2524	1
275	3	2524	0
275	0	163862	0
275	0	36002240	1
275	0	561535	1
275	0	1617	1
275	3	1617	1
275	0	1602	1
275	0	4280981	1
275	0	1606	1
275	0	1748842	1
275	3	2513	1
275	0	2519	1
275	3	2519	1
275	0	2509	1
275	3	2509	1
275	3	88928880	0
275	0	2506	1
275	3	2506	1
275	0	11844	0
275	3	11844	0
275	0	1564	1
275	3	1564	1
275	0	2536	1
275	3	2536	0
275	0	2512	1
275	3	2512	1
